Model,MDO4024C
Firmware Version,1.02

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.2,,,
Horizontal Delay,0,,,
Sample Interval,0.0002,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,10,10,10,10
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.05,0.05,1
Vertical Position,0,0,0,0
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
-1.000000e+00,0.00795313,0.0711797,0.00692969,1.46562
-9.998000e-01,0.00853125,0.0715625,0.00686719,1.48781
-9.996000e-01,0.00778906,0.0724844,0.00575781,1.50453
-9.994000e-01,0.00791406,0.0726484,0.00499219,1.51656
-9.992000e-01,0.00786719,0.0712266,0.00538281,1.5225
-9.990000e-01,0.00717188,0.0683281,0.00542188,1.52078
-9.988000e-01,0.00708594,0.0650391,0.005625,1.51297
-9.986000e-01,0.00673437,0.0618203,0.00565625,1.49797
-9.984000e-01,0.006,0.0573359,0.00520313,1.47859
-9.982000e-01,0.0055625,0.0532734,0.00491406,1.45141
-9.980000e-01,0.00477344,0.0493906,0.00558594,1.39359
-9.978000e-01,0.00488281,0.0464688,0.00578125,1.37125
-9.976000e-01,0.00461719,0.0443906,0.00495313,1.34016
-9.974000e-01,0.00482812,0.0431094,0.00542969,1.29859
-9.972000e-01,0.00433594,0.0407344,0.00511719,1.24438
-9.970000e-01,0.00428125,0.0377344,0.00465625,1.19453
-9.968000e-01,0.00379687,0.0325937,0.00446094,1.13453
-9.966000e-01,0.00314844,0.0283125,0.00449219,1.06641
-9.964000e-01,0.00228125,0.0234609,0.00439063,0.992031
-9.962000e-01,0.00189844,0.0193281,0.00463281,0.917656
-9.960000e-01,0.000757813,0.0156484,0.00434375,0.836094
-9.958000e-01,0.000320313,0.0107344,0.00370313,0.750938
-9.956000e-01,-0.000796875,0.00440625,0.00378906,0.669375
-9.954000e-01,-0.00182031,-0.000203125,0.00342188,0.582813
-9.952000e-01,-0.00264063,-0.00432031,0.00341406,0.498594
-9.950000e-01,-0.00392969,-0.0114453,0.00311719,0.404062
-9.948000e-01,-0.0050625,-0.0174375,0.00267969,0.312188
-9.946000e-01,-0.00694531,-0.0233203,0.00245313,0.220781
-9.944000e-01,-0.0110937,-0.0276406,0.00179688,0.125
-9.942000e-01,-0.0119844,-0.0319766,0.00186719,0.0348437
-9.940000e-01,-0.00676562,-0.0403984,0.00192187,-0.03875
-9.938000e-01,-0.0103438,-0.0349375,0.00250781,-0.114687
-9.936000e-01,-0.00939844,-0.0395859,0.00140625,-0.210781
-9.934000e-01,-0.00704688,-0.0515156,0.00227344,-0.29375
-9.932000e-01,-0.00471094,-0.0586328,0.000648438,-0.378437
-9.930000e-01,-0.00282812,-0.0615313,-0.00335156,-0.470469
-9.928000e-01,-0.00539844,-0.0562969,-0.000523438,-0.565156
-9.926000e-01,-0.00546875,-0.0601563,0.00101563,-0.658906
-9.924000e-01,-0.00563281,-0.0628906,2.34375e-05,-0.738906
-9.922000e-01,-0.00503125,-0.0670391,9.375e-05,-0.819844
