Model,MDO4024C
Firmware Version,1.02

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.2,,,
Horizontal Delay,0,,,
Sample Interval,0.0002,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,10,10,10,10
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.05,0.05,1
Vertical Position,0,0,0,0
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
-1.000000e+00,-0.00775,-0.0370234,0.00198438,1.53172
-9.998000e-01,-0.00250781,-0.0106875,0.00195312,1.24281
-9.996000e-01,0.00228125,0.0220156,0.002375,0.644844
-9.994000e-01,0.0101016,0.0667969,0.00292187,-0.0809375
-9.992000e-01,0.0186172,0.110898,0.00328906,-0.791563
-9.990000e-01,0.0188281,0.109273,0.0034375,-1.31172
-9.988000e-01,0.00927344,0.052875,0.00269531,-1.49328
-9.986000e-01,-0.00107813,-0.00682812,0.00221094,-1.29781
-9.984000e-01,-0.00930469,-0.0456016,0.00228125,-0.764375
-9.982000e-01,-0.0136562,-0.0771875,0.00139844,-0.0535938
-9.980000e-01,-0.0154297,-0.0819062,0.00195312,0.672188
-9.978000e-01,-0.0135312,-0.0739766,0.00179688,1.26031
-9.976000e-01,-0.00900781,-0.0498906,0.00221875,1.53609
-9.974000e-01,-0.00499219,-0.0244141,0.00225,1.43047
-9.972000e-01,-0.000585937,0.0050625,0.00242969,0.975781
-9.970000e-01,0.00589844,0.0435938,0.00267969,0.2825
-9.968000e-01,0.0148984,0.0910625,0.00330469,-0.44
-9.966000e-01,0.0199844,0.118484,0.00384375,-1.09016
-9.964000e-01,0.0152422,0.0857031,0.00303906,-1.44719
-9.962000e-01,0.00353906,0.0199922,0.00236719,-1.44016
-9.960000e-01,-0.00516406,-0.0262656,0.00228125,-1.06922
-9.958000e-01,-0.012625,-0.0643359,0.00163281,-0.412344
-9.956000e-01,-0.0153203,-0.0810859,0.001375,0.312031
-9.954000e-01,-0.0149688,-0.0793281,0.0015625,1.00016
-9.952000e-01,-0.0115781,-0.0638359,0.00179688,1.4425
-9.950000e-01,-0.00778125,-0.0366016,0.00204688,1.53281
-9.948000e-01,-0.00247656,-0.0102891,0.00163281,1.24375
-9.946000e-01,0.00269531,0.0222187,0.00183594,0.648438
-9.944000e-01,0.0102266,0.0673906,0.00241406,-0.080625
-9.942000e-01,0.0190859,0.111523,0.00299219,-0.791563
-9.940000e-01,0.0196406,0.109867,0.00330469,-1.31016
-9.938000e-01,0.00948437,0.0534219,0.00252344,-1.49188
-9.936000e-01,-0.00101563,-0.0066875,0.00169531,-1.29609
-9.934000e-01,-0.00913281,-0.0449922,0.00233594,-0.764375
-9.932000e-01,-0.0135391,-0.0765938,0.00139844,-0.051875
-9.930000e-01,-0.0155078,-0.0817656,0.00157813,0.673438
-9.928000e-01,-0.0136172,-0.0738437,0.00186719,1.25938
-9.926000e-01,-0.00921875,-0.0496875,0.00196875,1.53531
-9.924000e-01,-0.00495313,-0.0244531,0.00214063,1.42859
-9.922000e-01,-0.0005625,0.00517188,0.00235937,0.975938
