0.000000000000000000e+00,1.000000000000000000e+00,4.138095828170177697e+02,7.993184634448574855e+01,4.431185460553490429e+01,1.634725320115654768e+02,1.584989673688558582e+02,2.421000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+00,1.186984801247077257e+03,3.415467653936087231e+02,4.424279033515198734e+01,1.660128604832424060e+02,1.849532346063912769e+02,2.566000000000000000e+03
0.000000000000000000e+00,3.000000000000000000e+00,5.367483588621444142e+02,3.832753464624361754e+02,4.212436177972283247e+01,1.644088256746900072e+02,1.761002917578409779e+02,2.742000000000000000e+03
0.000000000000000000e+00,4.000000000000000000e+00,1.703150122763942363e+03,4.287920028060329969e+02,4.353279551034724904e+01,1.706211855489302138e+02,1.545156085584005723e+02,2.851000000000000000e+03
0.000000000000000000e+00,5.000000000000000000e+00,1.353465981573352337e+03,7.055063784549964794e+02,4.377781715095677129e+01,1.676148121899362025e+02,1.785850460666194124e+02,2.822000000000000000e+03
0.000000000000000000e+00,6.000000000000000000e+00,5.506435609921848027e+02,7.598005436629289306e+02,4.383961943594971444e+01,1.724012911994563240e+02,1.832480462113489637e+02,2.943000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,4.143574313408723810e+02,8.001736672051696075e+01,4.281623586429725492e+01,1.665145395799677033e+02,1.569717285945072831e+02,2.476000000000000000e+03
1.000000000000000000e+00,2.000000000000000000e+00,1.186902651515151547e+03,3.422852272727272975e+02,4.374280303030302974e+01,1.734128787878787818e+02,1.851647727272727195e+02,2.640000000000000000e+03
1.000000000000000000e+00,3.000000000000000000e+00,5.367950333580430424e+02,3.831048925129725831e+02,4.239547813194959502e+01,1.610441067457375937e+02,1.751601186063750788e+02,2.698000000000000000e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.703243902439024396e+03,4.291918456497998022e+02,4.393665817255187278e+01,1.551758281761921978e+02,1.524415726246814700e+02,2.747000000000000000e+03
1.000000000000000000e+00,5.000000000000000000e+00,1.352694996572995251e+03,7.069143248800547781e+02,4.456477039067854662e+01,1.710229609321453097e+02,1.813738862234407065e+02,2.918000000000000000e+03
1.000000000000000000e+00,6.000000000000000000e+00,5.509150879566982439e+02,7.597790933694180922e+02,4.363633288227334361e+01,1.743717861975642620e+02,1.835707036535859231e+02,2.956000000000000000e+03
2.000000000000000000e+00,1.000000000000000000e+00,4.141353201772050170e+02,8.117317760773258328e+01,4.346274667740636488e+01,1.682972211035038299e+02,1.580696737817156645e+02,2.483000000000000000e+03
2.000000000000000000e+00,2.000000000000000000e+00,1.186167499039569748e+03,3.427395313100269050e+02,4.323011909335382086e+01,1.699112562427967816e+02,1.840637725701114107e+02,2.603000000000000000e+03
2.000000000000000000e+00,3.000000000000000000e+00,5.364794918330308064e+02,3.840261343012704174e+02,4.215680580762250429e+01,1.651379310344827616e+02,1.762185117967332246e+02,2.755000000000000000e+03
2.000000000000000000e+00,4.000000000000000000e+00,1.703358183079056971e+03,4.287645631067961176e+02,4.306761442441054299e+01,1.662090846047156845e+02,1.550651872399445210e+02,2.884000000000000000e+03
2.000000000000000000e+00,5.000000000000000000e+00,1.351999651567944284e+03,7.079512195121951663e+02,4.429860627177700394e+01,1.717442508710801405e+02,1.832428571428571331e+02,2.870000000000000000e+03
2.000000000000000000e+00,6.000000000000000000e+00,5.507930216802168388e+02,7.598685636856369001e+02,4.366395663956639339e+01,1.730860433604335924e+02,1.835521680216802167e+02,2.952000000000000000e+03
3.000000000000000000e+00,1.000000000000000000e+00,4.151416732438831900e+02,8.137134964483030330e+01,4.297671665351223425e+01,1.666933701657458471e+02,1.589411996842935935e+02,2.534000000000000000e+03
3.000000000000000000e+00,2.000000000000000000e+00,1.186337396775462139e+03,3.435249705072748725e+02,4.401337003539126869e+01,1.658277624852536292e+02,1.838010224144711060e+02,2.543000000000000000e+03
3.000000000000000000e+00,3.000000000000000000e+00,5.364748772194938056e+02,3.839576879486210714e+02,4.300151114469210256e+01,1.630052890064223732e+02,1.767948621080468570e+02,2.647000000000000000e+03
3.000000000000000000e+00,4.000000000000000000e+00,1.703338903014892821e+03,4.289055575735561092e+02,4.321031601888848428e+01,1.614358881220486808e+02,1.542535415909916594e+02,2.753000000000000000e+03
3.000000000000000000e+00,5.000000000000000000e+00,1.351928646014618835e+03,7.085475113122172388e+02,4.375147928994082491e+01,1.694921684650191480e+02,1.842707970762269269e+02,2.873000000000000000e+03
3.000000000000000000e+00,6.000000000000000000e+00,5.508138736263736064e+02,7.600305631868131968e+02,4.274965659340659130e+01,1.752918956043955916e+02,1.840600961538461604e+02,2.912000000000000000e+03
4.000000000000000000e+00,1.000000000000000000e+00,4.144056910569105412e+02,8.166788617886179225e+01,4.257317073170731447e+01,1.667369918699187110e+02,1.579780487804877964e+02,2.460000000000000000e+03
4.000000000000000000e+00,2.000000000000000000e+00,1.186823035850495899e+03,3.439446987032799257e+02,4.423951182303584773e+01,1.675411899313501181e+02,1.861762013729977241e+02,2.622000000000000000e+03
4.000000000000000000e+00,3.000000000000000000e+00,5.364322097378277476e+02,3.842921348314606576e+02,4.288726591760299556e+01,1.630134831460674150e+02,1.771393258426966213e+02,2.670000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,1.703786303334528611e+03,4.279799211186805223e+02,4.312692721405521468e+01,1.639602007888131823e+02,1.540795984223736070e+02,2.789000000000000000e+03
4.000000000000000000e+00,5.000000000000000000e+00,1.352170827858081566e+03,7.094674770039422356e+02,4.360216819973718572e+01,1.743945466491458660e+02,1.849044021024967037e+02,3.044000000000000000e+03
4.000000000000000000e+00,6.000000000000000000e+00,5.512985379122746963e+02,7.601309078544712747e+02,4.362869772186331119e+01,1.703869432165929823e+02,1.831560693641618514e+02,2.941000000000000000e+03
5.000000000000000000e+00,1.000000000000000000e+00,4.150676751592356482e+02,8.171576433121019534e+01,4.321377388535032082e+01,1.683586783439490375e+02,1.579613853503184657e+02,2.512000000000000000e+03
5.000000000000000000e+00,2.000000000000000000e+00,1.186681037771842739e+03,3.442830980541777990e+02,4.369439145364364663e+01,1.684822586798931638e+02,1.852331171308660771e+02,2.621000000000000000e+03
5.000000000000000000e+00,3.000000000000000000e+00,5.365563354266715805e+02,3.845592907277429049e+02,4.286036202438123155e+01,1.640483930550424816e+02,1.757990395271518196e+02,2.707000000000000000e+03
5.000000000000000000e+00,4.000000000000000000e+00,1.704074789325842630e+03,4.288493679775281180e+02,4.294838483146067176e+01,1.654301264044943878e+02,1.540779494382022392e+02,2.848000000000000000e+03
5.000000000000000000e+00,5.000000000000000000e+00,1.352628093412338785e+03,7.095615196932728850e+02,4.392959219240153601e+01,1.721878703380969000e+02,1.824419658417567121e+02,2.869000000000000000e+03
5.000000000000000000e+00,6.000000000000000000e+00,5.512172284644194633e+02,7.604371807967313543e+02,4.388083077970718193e+01,1.692948586993530853e+02,1.824429690160027349e+02,2.937000000000000000e+03
6.000000000000000000e+00,1.000000000000000000e+00,4.151955193482688173e+02,8.175356415478614736e+01,4.324806517311608900e+01,1.631140529531568291e+02,1.563503054989816690e+02,2.455000000000000000e+03
6.000000000000000000e+00,2.000000000000000000e+00,1.186708801861186430e+03,3.445556417215975102e+02,4.402597906165180319e+01,1.658417991469561912e+02,1.851155486622722037e+02,2.579000000000000000e+03
6.000000000000000000e+00,3.000000000000000000e+00,5.371464778233321340e+02,3.850249720462169307e+02,4.289936638091688081e+01,1.633753261274692647e+02,1.769672008945210564e+02,2.683000000000000000e+03
6.000000000000000000e+00,4.000000000000000000e+00,1.704250175685172280e+03,4.289652143359100478e+02,4.290337315530569384e+01,1.694834855938158853e+02,1.543288826423049898e+02,2.846000000000000000e+03
6.000000000000000000e+00,5.000000000000000000e+00,1.352266085790884745e+03,7.089577747989276304e+02,4.310656836461126318e+01,1.738971179624664956e+02,1.795650134048257485e+02,2.984000000000000000e+03
6.000000000000000000e+00,6.000000000000000000e+00,5.514713990351481243e+02,7.602157133011716041e+02,4.355478980013783286e+01,1.726075120606478208e+02,1.826902136457615313e+02,2.902000000000000000e+03
7.000000000000000000e+00,1.000000000000000000e+00,4.157655880031570632e+02,8.197750591949487387e+01,4.342107340173638619e+01,1.674581689029202778e+02,1.583630623520126335e+02,2.534000000000000000e+03
7.000000000000000000e+00,2.000000000000000000e+00,1.186959295499021437e+03,3.440587084148727968e+02,4.382387475538160260e+01,1.655256360078277851e+02,1.856238747553815926e+02,2.555000000000000000e+03
7.000000000000000000e+00,3.000000000000000000e+00,5.374552998868351779e+02,3.853161071293851592e+02,4.315503583553375933e+01,1.635695963787250093e+02,1.781293851376838973e+02,2.651000000000000000e+03
7.000000000000000000e+00,4.000000000000000000e+00,1.704130990415335418e+03,4.292215122470713595e+02,4.280511182108626400e+01,1.667319843805466917e+02,1.535757898473553382e+02,2.817000000000000000e+03
