Model,MDO4024C
Firmware Version,1.02

Waveform Type,ANALOG,,,
Point Format,Y,,,
Horizontal Units,s,,,
Horizontal Scale,0.4,,,
Horizontal Delay,0,,,
Sample Interval,0.0004,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,,,
Probe Attenuation,10,10,10,10
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.05,0.05,0.05,1
Vertical Position,0,0,0,0
,,,,
,,,,
,,,,
Label,,,,
TIME,CH1,CH2,CH3,CH4
-2.000000e+00,0.00739844,-0.00378906,-0.0162422,-1.25672
-1.999600e+00,0.00930469,-0.00367188,-0.0190547,-1.24781
-1.999200e+00,0.0108516,-0.00371094,-0.0226797,-1.23859
-1.998800e+00,0.0126172,-0.00397656,-0.0259609,-1.22844
-1.998400e+00,0.0130937,-0.0035,-0.0282734,-1.21984
-1.998000e+00,0.0129922,-0.00319531,-0.0283828,-1.21109
-1.997600e+00,0.0117578,-0.002625,-0.0260625,-1.19969
-1.997200e+00,0.007625,-0.00214844,-0.0192969,-1.19
-1.996800e+00,0.00283594,-0.001875,-0.00932031,-1.17906
-1.996400e+00,-0.000539063,-0.00175,-0.00230469,-1.17063
-1.996000e+00,-0.00220313,-0.00167969,0.00110156,-1.16187
-1.995600e+00,-0.00257031,-0.00150781,0.00314844,-1.15094
-1.995200e+00,-0.00284375,-0.00153906,0.00416406,-1.14047
-1.994800e+00,-0.00274219,-0.000882813,0.00435938,-1.12875
-1.994400e+00,-0.00265625,-0.000585937,0.00475,-1.11703
-1.994000e+00,-0.00251563,-0.000101563,0.00492969,-1.105
-1.993600e+00,-0.00196094,0.000179687,0.00459375,-1.09359
-1.993200e+00,-0.00135938,0.00028125,0.00378125,-1.08359
-1.992800e+00,-0.000453125,0.000460938,0.00232812,-1.07344
-1.992400e+00,0.000382813,0.000734375,0.00132031,-1.06141
-1.992000e+00,0.00128906,0.00053125,0.000460938,-1.04891
-1.991600e+00,0.00176563,0.00075,-4.6875e-05,-1.03406
-1.991200e+00,0.00184375,0.00121094,0.000132813,-1.02453
-1.990800e+00,0.0016875,0.00129688,0.000390625,-1.01203
-1.990400e+00,0.00105469,0.00211719,0.000921875,-0.999219
-1.990000e+00,0.000429688,0.00240625,0.00185156,-0.988437
-1.989600e+00,0.000171875,0.00210156,0.00276562,-0.977656
-1.989200e+00,0.000828125,0.00167187,0.0028125,-0.966406
-1.988800e+00,0.000578125,0.00125,0.00152344,-0.955781
-1.988400e+00,0.00100781,0.00177344,0.0023125,-0.942969
-1.988000e+00,0.001,0.0025,0.00175,-0.9275
-1.987600e+00,0.000796875,0.00114844,0.00110156,-0.911875
-1.987200e+00,0.00104688,0.00115625,0.00203125,-0.8975
-1.986800e+00,0.00114844,0.00166406,0.00221875,-0.88375
-1.986400e+00,0.00110156,0.00226562,0.00178906,-0.87
-1.986000e+00,0.00127344,0.00196094,0.00179688,-0.855625
-1.985600e+00,0.00153125,0.00185938,0.00174219,-0.841094
-1.985200e+00,0.00188281,0.0025,0.00144531,-0.826406
-1.984800e+00,0.00246875,0.00233594,0.000773438,-0.794219
-1.984400e+00,0.00209375,0.00170312,0.00107031,-0.7725
